expiry,t_days,strike,moneyness,side,mid,iv
2026-10-16,88,385.0,1.0418,call,28.575,0.463486
2026-10-16,88,390.0,1.0553,call,26.625,0.463286
2026-10-16,88,350.0,0.947,put,22.375,0.466999
2026-10-16,88,355.0,0.9606,put,24.5,0.46583
2026-10-16,88,360.0,0.9741,put,26.775,0.465127
2026-10-16,88,365.0,0.9876,put,29.2,0.464872
2026-11-20,123,370.0,1.0012,call,43.075,0.478855
2026-11-20,123,375.0,1.0147,call,40.8,0.478419
2026-11-20,123,380.0,1.0282,call,38.575,0.477478
2026-11-20,123,385.0,1.0418,call,36.5,0.477227
2026-11-20,123,390.0,1.0553,call,34.525,0.477098
2026-11-20,123,395.0,1.0688,call,32.625,0.476823
2026-11-20,123,400.0,1.0823,call,30.9,0.4776
2026-11-20,123,345.0,0.9335,put,26.325,0.480609
2026-11-20,123,350.0,0.947,put,28.475,0.479941
2026-11-20,123,355.0,0.9606,put,30.725,0.479297
2026-11-20,123,360.0,0.9741,put,33.075,0.478683
2026-11-20,123,365.0,0.9876,put,35.55,0.478407
2026-12-18,151,370.0,1.0012,call,47.55,0.474329
2026-12-18,151,375.0,1.0147,call,45.275,0.473754
2026-12-18,151,380.0,1.0282,call,43.1,0.473347
2026-12-18,151,385.0,1.0418,call,41.0,0.472858
2026-12-18,151,390.0,1.0553,call,39.025,0.47283
2026-12-18,151,395.0,1.0688,call,37.125,0.472754
2026-12-18,151,400.0,1.0823,call,35.3,0.47265
2026-12-18,151,345.0,0.9335,put,29.525,0.476637
2026-12-18,151,350.0,0.947,put,31.725,0.476076
2026-12-18,151,355.0,0.9606,put,34.025,0.475634
2026-12-18,151,360.0,0.9741,put,36.425,0.475315
2026-12-18,151,365.0,0.9876,put,38.9,0.474852
2027-01-15,179,370.0,1.0012,call,51.825,0.472586
2027-01-15,179,380.0,1.0282,call,47.4,0.471642
2027-01-15,179,390.0,1.0553,call,43.325,0.471149
2027-01-15,179,400.0,1.0823,call,39.55,0.470727
2027-01-15,179,340.0,0.92,put,30.225,0.474066
2027-01-15,179,350.0,0.947,put,34.625,0.473156
2027-01-15,179,360.0,0.9741,put,39.4,0.472702
2027-03-19,242,370.0,1.0012,call,61.5,0.479059
2027-03-19,242,375.0,1.0147,call,59.275,0.478461
2027-03-19,242,380.0,1.0282,call,57.175,0.478377
2027-03-19,242,385.0,1.0418,call,55.1,0.477963
2027-03-19,242,390.0,1.0553,call,53.1,0.477653
2027-03-19,242,395.0,1.0688,call,51.175,0.477457
2027-03-19,242,400.0,1.0823,call,49.3,0.477175
2027-03-19,242,405.0,1.0959,call,47.55,0.477442
2027-03-19,242,410.0,1.1094,call,45.8,0.477228
2027-03-19,242,335.0,0.9065,put,34.65,0.480234
2027-03-19,242,340.0,0.92,put,36.85,0.480068
2027-03-19,242,345.0,0.9335,put,39.05,0.47924
2027-03-19,242,350.0,0.947,put,41.4,0.479146
2027-03-19,242,355.0,0.9606,put,43.875,0.479536
2027-03-19,242,360.0,0.9741,put,46.325,0.47908
2027-03-19,242,365.0,0.9876,put,48.875,0.478906
2027-06-17,332,370.0,1.0012,call,74.025,0.489397
2027-06-17,332,380.0,1.0282,call,69.725,0.488063
2027-06-17,332,390.0,1.0553,call,65.775,0.487768
2027-06-17,332,400.0,1.0823,call,62.05,0.487629
2027-06-17,332,410.0,1.1094,call,58.625,0.488234
2027-06-17,332,420.0,1.1365,call,55.125,0.486965
2027-06-17,332,330.0,0.8929,put,40.6,0.489875
2027-06-17,332,340.0,0.92,put,45.075,0.489057
2027-06-17,332,350.0,0.947,put,49.825,0.488549
2027-06-17,332,360.0,0.9741,put,54.925,0.488943
